JobId;Nodes;NodeList;SubmitTime;StartTime;EndTime;WaitTime;RunTime;ResponseTime;Slowdown;Backfilled
1994;1;n1014;3241317;3241317;3254140;0;12823;12823;1;no
1995;1;n1015;3241351;3241351;3254033;0;12682;12682;1;no
1997;1;n460;3245775;3245775;3259679;0;13904;13904;1;no
1999;1;n1152;3245819;3245819;3259673;0;13854;13854;1;no
2000;1;n1016;3245865;3245865;3259767;0;13902;13902;1;no
2001;1;n1017;3245906;3245906;3259589;0;13683;13683;1;no
2003;1;n1018;3245947;3245947;3259536;0;13589;13589;1;no
2004;1;n1019;3246006;3246006;3259758;0;13752;13752;1;no
2010;1;n459;3248972;3248972;3263276;0;14304;14304;1;no
2011;1;n1113;3249000;3249000;3263423;0;14423;14423;1;no
2012;1;n1121;3249028;3249028;3263267;0;14239;14239;1;no
2014;1;n1115;3250709;3250709;3265411;0;14702;14702;1;no
2015;1;n1114;3251991;3251991;3265421;0;13430;13430;1;no
2016;1;n461;3252026;3252026;3265453;0;13427;13427;1;no
2017;1;n462;3252071;3252071;3265394;0;13323;13323;1;no
2018;1;n463;3253939;3253939;3268675;0;14736;14736;1;no
2019;1;n553;3254012;3254012;3268504;0;14492;14492;1;no
2026;1;n460;3262077;3262077;3274411;0;12334;12334;1;no
2027;1;n1112;3262205;3262205;3274444;0;12239;12239;1;no
2028;1;n1152;3262277;3262277;3274421;0;12144;12144;1;no
2029;1;n554;3262373;3262373;3274410;0;12037;12037;1;no
2030;1;n555;3262423;3262423;3274402;0;11979;11979;1;no
2031;1;n556;3262475;3262475;3274407;0;11932;11932;1;no
2032;1;n1045;3262550;3262550;3274455;0;11905;11905;1;no
2033;1;n1046;3262591;3262591;3274399;0;11808;11808;1;no
2034;1;n1047;3262633;3262633;3274416;0;11783;11783;1;no
2035;1;n1048;3262748;3262748;3274436;0;11688;11688;1;no
2036;1;n459;3267983;3267983;3280178;0;12195;12195;1;no
2037;1;n1051;3268028;3268028;3280188;0;12160;12160;1;no
2039;1;n461;3268255;3268255;3280194;0;11939;11939;1;no
2040;1;n462;3268312;3268312;3280355;0;12043;12043;1;no
2041;1;n1113;3268360;3268360;3280216;0;11856;11856;1;no
2042;1;n1114;3268446;3268446;3280364;0;11918;11918;1;no
2043;1;n463;3269077;3269077;3329149;0;60072;60072;1;no
2045;1;n1115;3269456;3269456;3280410;0;10954;10954;1;no
2046;1;n553;3271464;3271464;3283550;0;12086;12086;1;no
2048;1;n1116;3271585;3271585;3283530;0;11945;11945;1;no
2050;1;n1051;3300619;3300619;3310461;0;9842;9842;1;no
2051;1;n1152;3300659;3300659;3310472;0;9813;9813;1;no
2052;1;n459;3300702;3300702;3310397;0;9695;9695;1;no
2053;1;n460;3300785;3300785;3310473;0;9688;9688;1;no
2054;1;n461;3300828;3300828;3310664;0;9836;9836;1;no
2055;1;n462;3300880;3300880;3310409;0;9529;9529;1;no
2056;1;n1045;3300927;3300927;3310585;0;9658;9658;1;no
2057;1;n1046;3301244;3301244;3329160;0;27916;27916;1;no
2058;1;n1047;3301413;3301413;3329157;0;27744;27744;1;no
2059;1;n1048;3301626;3301626;3329157;0;27531;27531;1;no
2065;1;n474;3322308;3322308;3329137;0;6829;6829;1;no
2068;1;n463;3329155;3329155;3341035;0;11880;11880;1;no
2069;1;n1046;3329221;3329221;3342381;0;13160;13160;1;no
2090;1;n463;3432275;3432275;3605075;0;172800;172800;1;no
2091;2;n[1018-1019];3432383;3432383;3605183;0;172800;172800;1;no
2092;3;n[1020-1022];3432488;3432488;3474987;0;42499;42499;1;no
2100;1;n1111;3478205;3478205;3651005;0;172800;172800;1;no
2171;2;n[459-460];3581633;3581633;3586689;0;5056;5056;1;no
2181;2;n[459-460];3589645;3589645;3595645;0;6000;6000;1;no
2398;1;n128;3763203;3763203;3771108;0;7905;7905;1;no
2400;1;n139;3763371;3763371;3771273;0;7902;7902;1;no
2401;1;n129;3763406;3763406;3771364;0;7958;7958;1;no
2402;1;n140;3763439;3763439;3771395;0;7956;7956;1;no
2403;1;n164;3763481;3763481;3771438;0;7957;7957;1;no
2404;1;n165;3763523;3763523;3771347;0;7824;7824;1;no
2405;1;n166;3763556;3763556;3771125;0;7569;7569;1;no
2406;1;n159;3763639;3764065;3771557;426;7492;7918;1.056861;no
2407;1;n160;3763895;3764065;3771940;170;7875;8045;1.021587;no
2454;1;n159;3772627;3772627;3780649;0;8022;8022;1;no
2455;1;n160;3772651;3772651;3780842;0;8191;8191;1;no
2456;1;n782;3772664;3774413;3782536;1749;8123;9872;1.215315;no
2457;1;n783;3772692;3774413;3782502;1721;8089;9810;1.212758;no
2458;1;n784;3772716;3774413;3782438;1697;8025;9722;1.211464;no
2459;1;n785;3772753;3774413;3782713;1660;8300;9960;1.2;no
2460;1;n786;3772784;3774413;3782453;1629;8040;9669;1.202612;no
2461;1;n981;3772830;3774413;3782906;1583;8493;10076;1.186389;no
2462;1;n982;3772849;3774413;3783016;1564;8603;10167;1.181797;no
2463;1;n983;3772867;3774413;3781569;1546;7156;8702;1.216042;no
2464;1;n984;3772905;3774413;3782954;1508;8541;10049;1.17656;no
2465;1;n985;3772986;3774413;3782943;1427;8530;9957;1.167292;no
2466;1;n128;3774793;3776448;3785420;1655;8972;10627;1.184463;no
2467;1;n129;3774823;3776448;3785360;1625;8912;10537;1.182338;no
2468;1;n139;3774856;3776448;3785345;1592;8897;10489;1.178937;no
2469;1;n1110;3777156;3777156;3786470;0;9314;9314;1;no
2470;1;n1111;3777197;3777197;3786217;0;9020;9020;1;no
2471;1;n161;3777220;3777220;3786621;0;9401;9401;1;no
2477;1;n140;3779406;3779406;3788832;0;9426;9426;1;no
2478;1;n136;3779531;3779531;3788629;0;9098;9098;1;no
2479;1;n137;3779580;3779580;3789292;0;9712;9712;1;no
2481;1;n138;3781245;3781245;3790855;0;9610;9610;1;no
2482;1;n159;3781275;3781275;3790429;0;9154;9154;1;no
2489;1;n139;3786641;3786641;3797127;0;10486;10486;1;no
2490;1;n128;3787202;3787202;3797081;0;9879;9879;1;no
2491;1;n129;3787205;3787205;3797153;0;9948;9948;1;no
2492;1;n160;3787208;3787208;3797156;0;9948;9948;1;no
2493;1;n161;3787226;3787226;3797137;0;9911;9911;1;no
2494;1;n1110;3787233;3787233;3797901;0;10668;10668;1;no
2495;1;n1111;3787236;3787236;3797783;0;10547;10547;1;no
2496;1;n1112;3787262;3787262;3797115;0;9853;9853;1;no
2497;1;n136;3788656;3788656;3799732;0;11076;11076;1;no
2498;1;n137;3789911;3789911;3800758;0;10847;10847;1;no
2499;1;n140;3789971;3789971;3800832;0;10861;10861;1;no
2500;1;n138;3792270;3792270;3803458;0;11188;11188;1;no
2502;1;n159;3792504;3792504;3810644;0;18140;18140;1;no
2508;1;n128;3822758;3822758;3839927;0;17169;17169;1;no
2509;1;n129;3822792;3822792;3839657;0;16865;16865;1;no
2510;1;n159;3822835;3822835;3839760;0;16925;16925;1;no
2511;1;n160;3822862;3822862;3839604;0;16742;16742;1;no
2512;1;n161;3822908;3822908;3839626;0;16718;16718;1;no
2513;1;n136;3822939;3822939;3839691;0;16752;16752;1;no
2514;1;n137;3823061;3823061;3839564;0;16503;16503;1;no
2515;1;n138;3823088;3823088;3839678;0;16590;16590;1;no
2516;1;n139;3823102;3823102;3839744;0;16642;16642;1;no
2517;1;n140;3823122;3823122;3839691;0;16569;16569;1;no
2518;1;n50;3823139;3823139;3839621;0;16482;16482;1;no
2519;1;n51;3823164;3823164;3839566;0;16402;16402;1;no
2521;1;n52;3823393;3823393;3839717;0;16324;16324;1;no
2522;1;n53;3823406;3823406;3839689;0;16283;16283;1;no
2524;1;n54;3824643;3824643;3842928;0;18285;18285;1;no
2525;1;n55;3824771;3824771;3842967;0;18196;18196;1;no
2526;1;n56;3824812;3824812;3842879;0;18067;18067;1;no
2527;1;n57;3824826;3824826;3842855;0;18029;18029;1;no
2528;1;n58;3824842;3824842;3842924;0;18082;18082;1;no
2529;1;n59;3824862;3824862;3842854;0;17992;17992;1;no
2530;1;n1110;3824883;3824883;3842876;0;17993;17993;1;no
2531;1;n1111;3824901;3824901;3842867;0;17966;17966;1;no
2532;1;n1112;3824920;3824920;3842901;0;17981;17981;1;no
2533;1;n1113;3824941;3824941;3842945;0;18004;18004;1;no
2534;1;n1114;3824957;3824957;3842923;0;17966;17966;1;no
2535;1;n1115;3825083;3825083;3842934;0;17851;17851;1;no
2536;1;n1116;3825123;3825123;3842878;0;17755;17755;1;no
2537;1;n1117;3825165;3825165;3842943;0;17778;17778;1;no
2539;1;n912;3825450;3825450;3842891;0;17441;17441;1;no
2540;1;n1118;3825620;3825620;3842911;0;17291;17291;1;no
2541;1;n1119;3825644;3825644;3842889;0;17245;17245;1;no
2542;1;n1120;3825691;3825691;3842912;0;17221;17221;1;no
2544;1;n1121;3825965;3825965;3843173;0;17208;17208;1;no
2545;1;n367;3829347;3829347;3850947;0;21600;21600;1;no
2546;1;n368;3829584;3829584;3851184;0;21600;21600;1;no
2547;1;n369;3830711;3830711;3851519;0;20808;20808;1;no
2551;1;n370;3831874;3831874;3851593;0;19719;19719;1;no
2552;1;n371;3833604;3833604;3851551;0;17947;17947;1;no
2553;1;n971;3833679;3833679;3851535;0;17856;17856;1;no
2554;1;n972;3834097;3834097;3851671;0;17574;17574;1;no
2556;1;n973;3834577;3834577;3851426;0;16849;16849;1;no
2557;1;n974;3834887;3834887;3851567;0;16680;16680;1;no
2558;1;n975;3835460;3835460;3851403;0;15943;15943;1;no
2559;1;n976;3835630;3835630;3851503;0;15873;15873;1;no
2560;1;n977;3835773;3835773;3851427;0;15654;15654;1;no
2564;1;n128;3841696;3841696;3853768;0;12072;12072;1;no
2566;1;n129;3841952;3841952;3853678;0;11726;11726;1;no
2567;1;n159;3841967;3841967;3853986;0;12019;12019;1;no
2568;1;n160;3841977;3841977;3853788;0;11811;11811;1;no
2569;1;n161;3841984;3841984;3853589;0;11605;11605;1;no
2570;1;n983;3842000;3842000;3853640;0;11640;11640;1;no
2571;1;n984;3842016;3842016;3853713;0;11697;11697;1;no
2572;1;n985;3842026;3842026;3853589;0;11563;11563;1;no
2573;1;n50;3842042;3842042;3853950;0;11908;11908;1;no
2574;1;n51;3842058;3842058;3853504;0;11446;11446;1;no
2575;1;n52;3842141;3842141;3853864;0;11723;11723;1;no
2942;3;n[769-771];4886072;4886072;4889672;0;3600;3600;1;no
2948;3;n[219-221];4888175;4888175;4900982;0;12807;12807;1;no
2949;3;n[222-224];4888175;4888175;4900998;0;12823;12823;1;no
2950;3;n[94-96];4888175;4888175;4901009;0;12834;12834;1;no
2951;3;n[97-99];4888175;4888175;4901002;0;12827;12827;1;no
2952;3;n[1087-1089];4888175;4888175;4901074;0;12899;12899;1;no
2954;3;n[1093-1095];4888176;4888176;4900999;0;12823;12823;1;no
2955;3;n[1096-1098];4888176;4888176;4901010;0;12834;12834;1;no
2956;3;n[1099-1101];4888176;4888176;4901021;0;12845;12845;1;no
2957;3;n[1102-1104];4888176;4888176;4901032;0;12856;12856;1;no
2958;3;n[399-401];4888176;4888176;4901032;0;12856;12856;1;no
2959;3;n[402-404];4888176;4888176;4901032;0;12856;12856;1;no
2960;3;n[405-407];4888177;4888177;4901055;0;12878;12878;1;no
2961;3;n[408-410];4888177;4888177;4901066;0;12889;12889;1;no
2962;3;n[411-413];4888177;4888177;4901077;0;12900;12900;1;no
2963;3;n[414-416];4888177;4888177;4901993;0;13816;13816;1;no
2964;3;n[417-419];4888177;4888177;4902637;0;14460;14460;1;no
2966;3;n[423-425];4888248;4888248;4901056;0;12808;12808;1;no
2967;3;n[426-428];4888249;4888249;4901068;0;12819;12819;1;no
2968;3;n[429-431];4888249;4888249;4901090;0;12841;12841;1;no
2999;1;n364;4999284;4999284;5004684;0;5400;5400;1;no
3028;2;n[167-168];5063495;5063495;5145794;0;82299;82299;1;no
3050;2;n[92-93];5093403;5093403;5161181;0;67778;67778;1;no
3051;2;n[394-395];5093874;5093874;5161024;0;67150;67150;1;no
3052;2;n[167-168];5161301;5161301;5247701;0;86400;86400;1;no
3053;2;n[394-395];5183696;5183696;5255782;0;72086;72086;1;no
3054;2;n[396-397];5183964;5183964;5254370;0;70406;70406;1;no
3065;2;n[329-330];5248221;5248221;5255424;0;7203;7203;1;no
3120;1;n339;5383902;5383902;5470302;0;86400;86400;1;no
3121;1;n340;5383962;5383962;5442528;0;58566;58566;1;no
3122;1;n341;5383986;5383986;5470386;0;86400;86400;1;no
3153;1;n1;5490772;5490772;5501599;0;10827;10827;1;no
3154;1;n2;5490803;5490803;5495483;0;4680;4680;1;no
3163;2;n[1-2];5509042;5509042;5580306;0;71264;71264;1;no
3164;2;n[3-4];5509550;5509550;5574202;0;64652;64652;1;no
3165;2;n[5-6];5509787;5509787;5584792;0;75005;75005;1;no
3166;2;n[7-8];5509942;5509942;5581408;0;71466;71466;1;no
3167;1;n9;5509968;5509968;5511909;0;1941;1941;1;no
3169;1;n9;5512773;5512773;5534220;0;21447;21447;1;no
3179;2;n[9-10];5566834;5566834;5569463;0;2629;2629;1;no
3181;2;n[159-160];5570231;5570231;5579231;0;9000;9000;1;no
3182;1;n9;5570615;5570615;5574733;0;4118;4118;1;no
3257;1;n36;5746466;5746466;5751098;0;4632;4632;1;no
3258;1;n37;5746762;5746762;5756473;0;9711;9711;1;no
3259;1;n38;5746793;5746793;5756576;0;9783;9783;1;no
3263;1;n729;5757440;5757440;5762854;0;5414;5414;1;no
3264;1;n730;5757580;5757580;5766859;0;9279;9279;1;no
3265;1;n731;5757600;5757600;5766873;0;9273;9273;1;no
3267;1;n36;5777382;5777382;5828843;0;51461;51461;1;no
3268;1;n37;5777676;5777676;5837734;0;60058;60058;1;no
3269;1;n38;5777856;5777856;5782612;0;4756;4756;1;no
3273;1;n38;5783243;5783243;5791541;0;8298;8298;1;no
3281;1;n36;5837407;5837407;5844234;0;6827;6827;1;no
3287;1;n36;5858933;5858933;5860867;0;1934;1934;1;no
3292;1;n36;5909113;5909113;5911002;0;1889;1889;1;no
3296;1;n36;5915248;5915248;5920778;0;5530;5530;1;no
3360;3;n[706-708];6077615;6077615;6113615;0;36000;36000;1;no
3361;3;n[158-160];6078245;6078245;6114245;0;36000;36000;1;no
3362;3;n[504-506];6078251;6078251;6114251;0;36000;36000;1;no
3363;3;n[507-509];6078264;6078264;6114264;0;36000;36000;1;no
3364;3;n[510-512];6078266;6078266;6114266;0;36000;36000;1;no
3371;1;n161;6082603;6082603;6085291;0;2688;2688;1;no
3372;1;n161;6087651;6087651;6093553;0;5902;5902;1;no
3375;3;n[761-763];6093126;6093126;6105927;0;12801;12801;1;no
3485;3;n[704-706];6250428;6250428;6264892;0;14464;14464;1;no
3487;3;n[1-3];6250534;6250534;6263405;0;12871;12871;1;no
3545;2;n[150-151];6512412;6512412;6519688;0;7276;7276;1;no
3548;2;n[152-153];6513789;6513789;6519786;0;5997;5997;1;no
3570;1;n150;6530989;6530989;6533567;0;2578;2578;1;no
3572;2;n[151-152];6533534;6533534;6619934;0;86400;86400;1;no
3573;2;n[153-154];6533725;6533725;6620125;0;86400;86400;1;no
3576;2;n[71-72];6541095;6541095;6627495;0;86400;86400;1;no
3577;2;n[73-74];6541204;6541204;6627604;0;86400;86400;1;no
3585;3;n[75-77];6599830;6599830;6612679;0;12849;12849;1;no
3586;3;n[78-80];6599837;6599837;6612693;0;12856;12856;1;no
3587;3;n[1121-1123];6600595;6600595;6613448;0;12853;12853;1;no
3602;2;n[1131-1132];6619162;6619162;6705562;0;86400;86400;1;no
3604;2;n[1133-1134];6619658;6619658;6706058;0;86400;86400;1;no
3606;2;n[75-76];6620237;6620237;6627898;0;7661;7661;1;no
3607;2;n[77-78];6620463;6620463;6637084;0;16621;16621;1;no
3610;2;n[79-80];6621549;6621549;6696418;0;74869;74869;1;no
3612;2;n[1121-1122];6622319;6622319;6704166;0;81847;81847;1;no
3613;2;n[1123-1124];6622611;6622611;6697996;0;75385;75385;1;no
3614;2;n[1125-1126];6622683;6622683;6701552;0;78869;78869;1;no
3617;2;n[1129-1130];6622937;6622937;6696757;0;73820;73820;1;no
3620;2;n[418-419];6622994;6622994;6709394;0;86400;86400;1;no
3621;2;n[420-421];6623374;6623374;6695628;0;72254;72254;1;no
3622;2;n[422-423];6623480;6623480;6709782;0;86302;86302;1;no
3624;2;n[424-425];6623860;6623860;6696830;0;72970;72970;1;no
3625;2;n[426-427];6623921;6623921;6699999;0;76078;76078;1;no
3626;2;n[71-72];6627705;6627705;6640232;0;12527;12527;1;no
3627;2;n[73-74];6627833;6627833;6642873;0;15040;15040;1;no
3652;2;n[153-154];6682189;6682189;6684889;0;2700;2700;1;no
3655;2;n[153-154];6687352;6687352;6692394;0;5042;5042;1;no
3656;2;n[76-77];6687363;6687363;6690372;0;3009;3009;1;no
3657;1;n1128;6692465;6692465;6698512;0;6047;6047;1;no
3658;2;n[153-154];6693845;6693845;6699067;0;5222;5222;1;no
3659;2;n[76-77];6693929;6693929;6697239;0;3310;3310;1;no
3668;2;n[153-154];6705723;6705723;6709667;0;3944;3944;1;no
3669;2;n[420-421];6706198;6706198;6721720;0;15522;15522;1;no
3671;1;n153;6714684;6714684;6723421;0;8737;8737;1;no
3674;1;n77;6714780;6714780;6766592;0;51812;51812;1;no
3675;1;n78;6714785;6714785;6766597;0;51812;51812;1;no
3676;1;n79;6714799;6714799;6766601;0;51802;51802;1;no
3677;1;n80;6714803;6714803;6766605;0;51802;51802;1;no
3678;1;n415;6714809;6714809;6766611;0;51802;51802;1;no
3679;1;n416;6714825;6714825;6766601;0;51776;51776;1;no
3680;1;n417;6714827;6714827;6766614;0;51787;51787;1;no
3681;1;n418;6714833;6714833;6766620;0;51787;51787;1;no
3682;1;n419;6714851;6714851;6766612;0;51761;51761;1;no
3683;1;n422;6714861;6714861;6766633;0;51772;51772;1;no
3685;1;n424;6714874;6714874;6766581;0;51707;51707;1;no
3686;1;n425;6714881;6714881;6766588;0;51707;51707;1;no
3691;1;n1123;6715003;6715003;6766561;0;51558;51558;1;no
3692;1;n1124;6715007;6715007;6766565;0;51558;51558;1;no
3693;1;n1125;6715025;6715025;6766546;0;51521;51521;1;no
3694;1;n1126;6715033;6715033;6766554;0;51521;51521;1;no
3695;1;n1128;6715046;6715046;6766523;0;51477;51477;1;no
3696;1;n1129;6715049;6715049;6766538;0;51489;51489;1;no
3697;1;n1130;6715053;6715053;6766553;0;51500;51500;1;no
3698;1;n1131;6715072;6715072;6766483;0;51411;51411;1;no
3699;1;n1132;6715075;6715075;6766508;0;51433;51433;1;no
3700;1;n1133;6715080;6715080;6766502;0;51422;51422;1;no
3702;1;n1135;6715104;6715104;6766489;0;51385;51385;1;no
3703;1;n1136;6715119;6715119;6766472;0;51353;51353;1;no
3705;1;n1138;6715125;6715125;6728466;0;13341;13341;1;no
3706;1;n1;6715145;6715145;6728108;0;12963;12963;1;no
3707;2;n[426-427];6721595;6721595;6829595;0;108000;108000;1;no
3708;2;n[420-421];6721811;6721811;6829811;0;108000;108000;1;no
3709;1;n153;6767744;6767744;6776494;0;8750;8750;1;no
3712;1;n423;6767772;6767772;6790941;0;23169;23169;1;no
3714;1;n154;6771842;6771842;6794261;0;22419;22419;1;no
3715;1;n422;6771853;6771853;6855337;0;83484;83484;1;no
3716;1;n424;6771858;6771858;6806781;0;34923;34923;1;no
3717;1;n425;6771869;6771869;6855332;0;83463;83463;1;no
3718;1;n76;6771873;6771873;6782287;0;10414;10414;1;no
3719;1;n77;6771890;6771890;6785962;0;14072;14072;1;no
3720;1;n78;6771933;6771933;6792581;0;20648;20648;1;no
3721;1;n79;6771942;6771942;6797967;0;26025;26025;1;no
3722;1;n80;6771944;6771944;6808361;0;36417;36417;1;no
3724;1;n416;6771968;6771968;6796651;0;24683;24683;1;no
3725;1;n417;6771988;6771988;6806126;0;34138;34138;1;no
3728;1;n1106;6772005;6772005;6794147;0;22142;22142;1;no
3730;1;n1108;6772031;6772031;6855332;0;83301;83301;1;no
3731;1;n1109;6772032;6772032;6855333;0;83301;83301;1;no
3732;1;n1110;6772040;6772040;6802050;0;30010;30010;1;no
3733;1;n1111;6772057;6772057;6804499;0;32442;32442;1;no
3734;1;n1112;6772109;6772109;6782505;0;10396;10396;1;no
3735;1;n1113;6772120;6772120;6782116;0;9996;9996;1;no
3736;1;n1114;6772121;6772121;6784728;0;12607;12607;1;no
3737;1;n1115;6772126;6772126;6785604;0;13478;13478;1;no
3738;1;n1116;6772146;6772146;6798226;0;26080;26080;1;no
3739;1;n1117;6772148;6772148;6805803;0;33655;33655;1;no
3741;1;n1119;6772172;6772172;6796871;0;24699;24699;1;no
3742;1;n1120;6772174;6772174;6855323;0;83149;83149;1;no
3744;1;n1122;6772198;6772198;6787309;0;15111;15111;1;no
3745;1;n1123;6772199;6772199;6785184;0;12985;12985;1;no
3767;2;n[423-424];6855269;6855269;6866263;0;10994;10994;1;no
3768;2;n[691-692];6855361;6855361;6869579;0;14218;14218;1;no
3769;2;n[68-69];6855383;6855383;6869922;0;14539;14539;1;no
3770;2;n[70-71];6855396;6855396;6870245;0;14849;14849;1;no
3774;2;n[72-73];6865418;6865418;6952584;0;87166;87166;1;no
3775;2;n[74-75];6865485;6865485;6973485;0;108000;108000;1;no
3776;2;n[415-416];6866416;6866416;6974416;0;108000;108000;1;no
3777;2;n[417-418];6867037;6867037;6975037;0;108000;108000;1;no
3778;1;n691;6869772;6869772;6872722;0;2950;2950;1;no
3779;1;n692;6869802;6869802;6873175;0;3373;3373;1;no
3780;1;n68;6869942;6869942;6873542;0;3600;3600;1;no
3785;2;n[691-692];6874266;6874266;6878492;0;4226;4226;1;no
3804;1;n691;6884993;6884993;6971393;0;86400;86400;1;no
3805;1;n692;6884999;6884999;6971399;0;86400;86400;1;no
3806;1;n68;6885004;6885004;6960126;0;75122;75122;1;no
3807;1;n69;6885009;6885009;6971409;0;86400;86400;1;no
3808;1;n70;6885025;6885025;6947332;0;62307;62307;1;no
3809;1;n71;6885081;6885081;6962989;0;77908;77908;1;no
3810;1;n419;6885088;6885088;6946125;0;61037;61037;1;no
3811;1;n420;6885093;6885093;6971493;0;86400;86400;1;no
3823;1;n70;6948534;6948534;6951363;0;2829;2829;1;no
3824;1;n419;6948541;6948541;6951773;0;3232;3232;1;no
3825;1;n421;6948557;6948557;6952342;0;3785;3785;1;no
3827;1;n1148;6948592;6948592;6951654;0;3062;3062;1;no
3828;1;n1149;6948600;6948600;6950811;0;2211;2211;1;no
3829;1;n70;6955968;6955968;6958894;0;2926;2926;1;no
3830;1;n419;6955982;6955982;6959373;0;3391;3391;1;no
3831;1;n72;6956160;6956160;6960113;0;3953;3953;1;no
3835;1;n73;6956187;6956187;6959190;0;3003;3003;1;no
3836;1;n425;6956196;6956196;6959971;0;3775;3775;1;no
